center,left,right,steering,throttle,reverse,speed
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_35_422.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_35_422.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_35_422.jpg,-0.05660377,1,0,30.19163
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_35_493.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_35_493.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_35_493.jpg,-0.04716982,1,0,30.19101
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_35_561.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_35_561.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_35_561.jpg,-0.04716982,1,0,30.19084
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_35_630.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_35_630.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_35_630.jpg,-0.1226415,1,0,30.18886
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_35_698.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_35_698.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_35_698.jpg,-0.1226415,1,0,30.1892
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_35_768.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_35_768.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_35_768.jpg,-0.1415094,1,0,30.18912
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_35_839.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_35_839.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_35_839.jpg,-0.1415094,1,0,30.18903
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_35_906.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_35_906.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_35_906.jpg,-0.1415094,1,0,30.18936
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_35_978.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_35_978.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_35_978.jpg,-0.1415094,1,0,30.18957
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_048.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_048.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_048.jpg,-0.1415094,1,0,30.18975
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_117.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_117.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_117.jpg,-0.1415094,1,0,30.18979
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_186.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_186.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_186.jpg,-0.1415094,1,0,30.18982
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_255.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_255.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_255.jpg,-0.1415094,1,0,30.18985
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_327.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_327.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_327.jpg,-0.1415094,1,0,30.18985
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_394.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_394.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_394.jpg,-0.1415094,1,0,30.19002
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_465.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_465.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_465.jpg,-0.1415094,1,0,30.18998
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_534.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_534.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_534.jpg,-0.1415094,1,0,30.18988
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_604.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_604.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_604.jpg,-0.1415094,1,0,30.18984
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_673.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_673.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_673.jpg,-0.1415094,1,0,30.18997
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_741.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_741.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_741.jpg,-0.1415094,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_813.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_813.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_813.jpg,-0.1415094,1,0,30.19011
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_884.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_884.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_884.jpg,-0.1415094,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_36_951.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_36_951.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_36_951.jpg,-0.1037736,1,0,30.19046
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_023.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_023.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_023.jpg,-0.0754717,1,0,30.19033
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_094.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_094.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_094.jpg,-0.02830189,1,0,30.18944
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_160.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_160.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_160.jpg,0,1,0,30.19052
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_231.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_231.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_231.jpg,0,1,0,30.19018
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_302.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_302.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_302.jpg,0,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_373.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_373.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_373.jpg,0,1,0,30.1909
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_443.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_443.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_443.jpg,0,1,0,30.19042
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_511.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_511.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_511.jpg,-0.01886792,1,0,30.19014
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_583.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_583.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_583.jpg,-0.01886792,1,0,30.19016
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_654.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_654.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_654.jpg,-0.05660377,1,0,30.18953
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_721.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_721.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_721.jpg,-0.06603774,1,0,30.18955
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_794.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_794.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_794.jpg,-0.06603774,1,0,30.18976
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_861.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_861.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_861.jpg,-0.06603774,1,0,30.18846
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_37_933.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_37_933.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_37_933.jpg,-0.06603774,1,0,30.1904
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_005.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_005.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_005.jpg,-0.06603774,1,0,30.19022
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_075.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_075.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_075.jpg,-0.06603774,1,0,30.18833
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_147.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_147.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_147.jpg,-0.06603774,1,0,30.19075
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_214.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_214.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_214.jpg,-0.06603774,1,0,30.19037
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_283.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_283.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_283.jpg,-0.06603774,1,0,30.19028
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_354.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_354.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_354.jpg,-0.06603774,1,0,30.19022
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_425.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_425.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_425.jpg,-0.08490566,1,0,30.18975
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_495.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_495.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_495.jpg,-0.08490566,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_567.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_567.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_567.jpg,-0.08490566,1,0,30.18993
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_638.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_638.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_638.jpg,-0.08490566,1,0,30.18992
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_711.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_711.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_711.jpg,-0.08490566,1,0,30.1905
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_779.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_779.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_779.jpg,-0.08490566,1,0,30.1903
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_851.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_851.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_851.jpg,-0.08490566,1,0,30.18994
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_919.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_919.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_919.jpg,-0.08490566,1,0,30.19104
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_38_987.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_38_987.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_38_987.jpg,-0.08490566,1,0,30.19049
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_059.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_059.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_059.jpg,-0.08490566,1,0,30.19005
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_129.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_129.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_129.jpg,-0.08490566,1,0,30.19011
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_198.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_198.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_198.jpg,-0.08490566,1,0,30.19016
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_269.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_269.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_269.jpg,-0.08490566,1,0,30.19029
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_338.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_338.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_338.jpg,-0.08490566,1,0,30.19002
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_411.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_411.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_411.jpg,-0.08490566,1,0,30.19051
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_484.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_484.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_484.jpg,-0.08490566,1,0,30.19003
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_554.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_554.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_554.jpg,-0.08490566,1,0,30.19116
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_620.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_620.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_620.jpg,-0.08490566,1,0,30.18972
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_688.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_688.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_688.jpg,-0.08490566,1,0,30.18991
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_755.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_755.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_755.jpg,-0.08490566,1,0,30.18983
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_823.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_823.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_823.jpg,-0.08490566,1,0,30.19053
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_892.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_892.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_892.jpg,-0.08490566,1,0,30.19001
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_39_966.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_39_966.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_39_966.jpg,-0.08490566,1,0,30.19007
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_038.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_038.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_038.jpg,-0.08490566,1,0,30.19016
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_107.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_107.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_107.jpg,-0.08490566,1,0,30.19012
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_175.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_175.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_175.jpg,-0.08490566,1,0,30.19015
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_250.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_250.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_250.jpg,-0.08490566,1,0,30.18966
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_317.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_317.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_317.jpg,-0.08490566,1,0,30.18989
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_386.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_386.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_386.jpg,-0.08490566,1,0,30.18993
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_457.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_457.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_457.jpg,-0.08490566,1,0,30.18982
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_527.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_527.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_527.jpg,-0.08490566,1,0,30.19024
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_599.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_599.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_599.jpg,-0.08490566,1,0,30.19001
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_671.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_671.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_671.jpg,-0.08490566,1,0,30.19034
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_742.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_742.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_742.jpg,-0.08490566,1,0,30.19035
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_813.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_813.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_813.jpg,-0.06603774,1,0,30.19032
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_886.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_886.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_886.jpg,-0.05660377,1,0,30.19032
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_40_955.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_40_955.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_40_955.jpg,-0.05660377,1,0,30.19018
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_41_025.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_41_025.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_41_025.jpg,-0.05660377,1,0,30.19011
E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\center_2023_12_02_04_40_41_097.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\left_2023_12_02_04_40_41_097.jpg,E:\PythonScripts\Ass\beta_simulator_windows\data\IMG\right_2023_12_02_04_40_41_097.jpg,-0.05660377,1,0,30.19005
